id,ht,rt_ht,rt_rt_cnt
849770622657974273,,,8
,,,
,,,
850041679738544128,,,390
850035689106268161,,,7
,,,
,,,
849617333052211203,,,122647
849390328595566594,,,4913
850039925160464384,,,645
850041895803899904,,,1
,,,
850039636441407489,Missouri,Missouri,14
850035935731269632,,,1
850041993300520960,Oilers,Oilers,9
,,,
,goddamn,,
,,,
,,,
849910589992427521,,,1
849961299073277952,,,250
,,,
850040396122136577,,,1
850042203187535872,,,8
850006464777383936,,,5
849687583894515715,,,227
,,,
850032115131580417,,,57
,,,
,,,
850016583208415232,,,20
849429615651282946,,,2861
849463565388042241,,,4037
850042334024790017,,,1
849822469871603712,,,211
850042221625737217,,,12
,Flipping,,
849005994587901952,,,9
,,,
850041043781378052,,,5
,,,
,,,
,,,
850035842777305089,,,141
,,,
850029849338970112,,,697
,Thank,,
,,,
849233102757130244,,,568
850026736997871616,,,149
,,,
,,,
850007945446338560,Venezuela,Venezuela,3
849461852014878720,,,10385
,,,
850030836128854016,,,64
849617333052211203,,,122649
849999419487420416,,,3
,Dodgers,,
849590298913251328,,,3740
,,,
848344886030061574,,,2
850040354694889472,,,357
,,,
850040506759426048,cat,cat,1
,,,
,,,
,,,
,,,
411984968953237504,,,603
850035952202416129,,,52
850038654525292544,,,3
850035525432086529,,,76
,,,
845764664403410944,,,4
,,,
,,,
850012391630934017,,,106
,,,
850032848056799237,,,238
,,,
849980038900527104,,,4096
849410055774642176,,,11066
850027149130072064,,,8
850008117287026689,,,6
,,,
850010361755348993,,,240
849821488895197184,,,2005
,fitness,,
,,,
850041924216135680,,,1
850028285841027072,,,1129
,,,
,,,
,,,
850033949317357568,,,65
850034004749418497,,,258
,,,
,,,
850032755358531584,,,118
,Ditched,,
,PR,,
849988758879522818,,,19
,,,
850042078419660800,,,3
,,,
850041997373181952,,,5
,job,,
,,,
850040517568200704,,,325
850040508818882561,,,207
,,,
850000947757568001,,,230
849972059715379200,,,36
849999684538183681,,,8
,,,
,,,
849990245126885377,Israel,Israel,10
849793550179020801,,,9862
,,,
850039521655881729,,,15
,,,
850031118023888896,,,2126
,,,
849955899611459586,,,146
849728526626500609,,,297
,,,
,,,
,,,
,,,
850042037755838464,,,1
849431973705723909,,,264
,,,
,,,
850041586893299712,RESIST,RESIST,14
849528147049578497,,,2511
,,,
850041520879280128,,,4
,,,
,,,
,,,
849997088389816320,,,102
849996373474910208,,,3463
849992927875133441,,,20
704687236743299073,,,257
,,,
848196094337142788,,,3590
850030348217884672,,,3
850008451560243200,,,2482
,,,
849957512032002048,,,1
850036087669932032,,,94
849822443950809093,,,2619
,,,
,,,
,,,
,Enlightenment,,
,,,
,,,
849789083446652930,,,20
,,,
850039497651834882,,,9
,,,
,,,
,,,
849088878619357185,,,314
850033505392349184,progress,progress,1
,,,
850037314021728256,,,56
849970330898714624,,,1551
,,,
849977750932901888,,,5443
740385826836746240,,,67886
850041151868420096,,,1
,,,
,,,
849856765088989186,,,2017
849828224473452544,,,589
849812588443582464,,,1611
849986988639789057,,,864
,tech,,
849869054089277440,,,3
850040508818882561,,,207
,,,
751901239915401217,,,4355
,,,
840982473572007936,,,8001
,resist,,
849656699464056832,Pepsi,Pepsi,136992
849981428129566720,,,1
819536657150054402,,,1
,,,
,,,
,,,
849314837498867716,,,370
850040523121446913,,,38
849869134460473344,,,2337
850042086074314756,,,27
,,,
849864522710077440,,,1
850041511144292352,,,7
850042368317370368,,,1
,,,
849681921042927617,,,50625
849962334919544832,,,58
,,,
849965856348045312,,,184
850040939804536832,,,2
849787114661093376,,,1252
849994628371820544,GOP,GOP,140
,,,
850041679738544128,,,396
,,,
,,,
850025882970443778,,,3
824059175164489728,,,819
846453531309756417,AI,AI,28
349778240191217664,,,1807
,,,
,,,
849672620425363456,,,7087
850041932994818050,,,20
,Internet,,
,,,
,,,
849681921042927617,,,50623
850036276120170497,,,2
850029752983408640,,,4
849937988310228992,,,18449
849454939948666882,Editorial,Editorial,528
850041440189243393,,,3
850026514842353664,,,67
,,,
,,,
,,,
,,,
,entry,,
849813076329279488,,,7
,,,
,,,
844309117569306624,,,781
850039925160464384,,,653
,,,
,Apple,,
850041708754718726,,,34
,,,
849897226189012993,,,1030
,,,
850035900432232450,,,12
849831851573342208,,,4287
,,,
850010211293184003,,,303
,,,
,,,
850025635028369408,,,12016
847137781558128640,,,353
,,,
850040957726863361,,,50
849995964102332421,,,12
849967246369861632,,,713
,,,
850040225493467136,,,2
,,,
,,,
850042083318562816,,,1
,,,
850040703056879616,,,3
,,,
850024665548562435,Ford,Ford,36
,,,
,,,
837253525734326272,,,110
837253525734326272,,,172
846705396446351360,,,510
849754915207565312,,,35
850041460560973825,,,6
848332347971846144,,,6418
,,,
849732780766441473,,,23691
850029824470953984,,,135
849341813785841664,,,78242
,,,
,,,
849860967919828992,,,108
849994102934577152,,,217
,,,
849809130294566912,,,3
849980868143841280,,,48
849452153441853447,,,6803
849975755568238592,,,7
,,,
,,,
825057456170496001,,,568
850006044084387840,,,3
850022798609313792,,,102
850017893270073344,,,337
,,,
,,,
849638021620146176,,,3239
849954757825503234,,,11
,ENG,,
849372062858838016,,,18
,,,
849996869090631680,,,23
,,,
,,,
,,,
,Photography,,
849982392299397120,,,5
850003635794722816,,,841
849685154771730436,,,4
,happy,,
,,,
,,,
849693744165158913,,,193
849971593656889344,,,1
,,,
849366595663220736,,,4
850042380854022144,,,1
,,,
849787104611774465,,,492
850039445638094848,protest,protest,1
850028285841027072,,,1130
849715614910263296,,,18500
849717299397500928,,,1
849984770209665025,,,99
849968145452478465,Assad,Assad,102
850028383476092928,,,648
837253525734326272,,,110
847401118820818945,,,1233
848763927290933248,,,350
837253525734326272,,,144
,,,
,,,
,,,
,,,
,,,
,,,
837253525734326272,,,114
850034257711988736,,,5
849656699464056832,Pepsi,Pepsi,136998
837253525734326272,,,146
,,,
847203208011427840,,,4
,,,
849501483519414273,,,71
849940844589264896,,,22
,,,
,,,
,,,
850042120568061952,,,6
849732780766441473,,,23696
,,,
,,,
850036545398743041,,,147
,Royals,,
849800507627630598,,,4006
850023379612651520,,,252
,,,
822993469518020608,,,1552
,,,
849937988310228992,,,18447
849944778791956480,,,2019
,,,
850011901492961282,,,1
850013985890082820,,,152
,,,
,,,
,,,
,,,
849711808105529344,,,1548
,,,
,,,
,,,
,,,
850025624932683780,,,651
849982918160130048,,,11061
,,,
850020382367240196,,,23
,,,
849998965823111170,,,58
850042267364667392,,,2
,,,
,,,
,,,
848445174115999744,,,29
,,,
,,,
850040949145165824,,,2
850030729727795200,,,45
,,,
850042221625737217,,,16
,,,
,,,
,,,
,,,
,,,
850037806151991297,,,1
,,,
850000637127524353,,,12
850018423899914240,,,153
,,,
849805651350102017,,,6808
849911120475377666,,,324
,,,
,,,
,,,
850032341858832384,,,533
850020378525274113,,,3
850030461132824576,,,7
850042327414571008,,,1
850035746870374400,,,526
850034136685400064,,,2
,,,
,,,
849778280706088960,,,10
,,,
849835642519420928,,,14577
,,,
850028915557113858,,,1076
849989712362303489,,,119
,,,
,,,
,,,
850041705143422976,,,9
,,,
850039558339268608,,,1
850001430152871937,,,1184
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
850036332172804098,,,5
850041057559535616,,,5
850038601257811968,,,2
,,,
849831220703899648,,,15
,,,
850001464210542592,,,542
850041596464820226,,,1
850018204122591232,,,3
,,,
850025624932683780,,,655
,perspective,,
,,,
,,,
850041549589184512,,,6
,,,
849732780766441473,,,23704
849680300993130496,,,96
850039665604399104,,,8
849826754202144768,,,11603
849705890332762114,,,4219
849681921042927617,,,50630
,,,
850031330956103680,,,197
850034113448890368,,,10
,,,
,,,
,humor,,
809578981699780610,,,427
849630731181715457,,,26573
,,,
,,,
849749264318296064,,,7993
850042221625737217,,,17
,,,
,smoothies,,
850041930524348416,,,3
,,,
,Linux,,
,,,
849438944450183171,,,434
848947327062732801,VIP,VIP,5
,,,
850041679738544128,,,408
,win,,
,,,
849623096160014336,,,894
849570566495506433,,,17
,,,
,,,
849975359202353152,,,421
,,,
,,,
850020335403491329,,,8258
,,,
,,,
850035947626348544,,,358
,PC,,
,,,
850036071312351233,,,6
850041329921003520,,,36
850041329921003520,,,32
849984259397910528,,,1217
847766733561659392,,,12
,,,
,,,
,,,
847221049532010498,,,892
,,,
850033251066490884,,,359
850041538084306944,,,8
850042150519791619,,,1
849844344467193857,,,483
850041329921003520,,,36
,,,
,,,
849998882067054592,,,550
,,,
,,,
850030846191054848,,,32
,,,
850036858037862401,,,23
850037023440351232,,,19
,,,
850041329921003520,,,39
,,,
850019604499968000,,,1
,,,
850034410753851393,,,25
,traffic,,
,,,
,,,
850037536659582979,,,3
850041329921003520,,,39
,,,
,,,
850026577723371520,,,390
849915836944883713,,,1059
850042018361430019,UK,UK,2
850041679738544128,,,419
,,,
849700092256935936,,,775
,,,
849952648950427648,,,285
850016349069877249,,,6
849653889012051968,,,64512
,,,
,Apple,,
850007070250237952,,,1113
,,,
,,,
,,,
849453850784391168,,,257
,,,
,,,
843381285892603904,,,2
,,,
848598318108168192,,,3377
850033583267991552,,,32
850033135525953537,,,370
,,,
,,,
850036791587590144,,,2
849673727734194177,,,18
850005434974978048,,,1
849997592683573248,,,64
849716818293907456,,,2584
844304893800316929,,,1108
850035544658718720,,,244
,,,
850041798240215040,,,24
849985079011143681,,,14
850036858037862401,,,24
850038404796612608,,,1
,,,
,,,
,,,
849998661316739072,,,376
849400826284167168,,,48455
,,,
849994252864155653,,,7
849675176354529281,,,15519
,,,
850042158279249920,,,1
,,,
,,,
,,,
850032326075703296,,,126
850040925489422336,,,13
849851183950958592,,,189
850041789407014913,,,1
,,,
,,,
,,,
,,,
850038933199216641,,,10
850037139404468224,,RESISTANCE,29
850030358183768068,,,28
850038924168880131,faith,faith,4
850023301556711425,Career,Career,6
,,,
846815852771115008,,,6
849827256574722049,,,2483
850024665548562435,Ford,Ford,37
850039925160464384,,,660
850023662778552321,,,5
849841097476100096,art,art,72
850034297306329088,,,33
,,,
850040187765829632,,,35
,,,
,,,
,,,
,,,
849759814854914048,,,1393
850036275549753344,,,464
,,,
,,,
849609145443594241,,,195
849684786025189376,,,3673
850041748265078786,art,art,1
,,,
,,,
,,,
,,,
,,,
,,,
849064131932160005,,,11624
849732780766441473,,,23700
,AI,,
,,,
850040807008727040,,,1
,Colorado,,
,,,
850016249165651968,,,1
846725071917924357,,,8440
,,,
850041079797878789,,,1
850041781416632320,,,3
849827075582119942,,,1395
849993278644785152,,,28
,Places,,
849338484968050689,,,41307
,,,
850005899611484160,,,3667
,,,
848332347971846144,,,6421
837387592849063936,,,10
850034299395035137,,,4
,,,
849718716510162947,,,3476
850042406791720960,,,2
,,,
850031118023888896,,,2130
,,,
,,,
849997528640610305,,,183
849330314044481536,,,1541
,,,
850016283420614660,,,7
849767288739815424,,,1
849401344456876038,,,855
850039318391468032,,,1
,,,
849997446436364288,,,733
849729215574548480,,,211
,,,
,,,
850038747030843392,,,2
,,,
,,,
,,,
,,,
849684817855885315,,,2
,,,
850037872040300544,,,1
,,,
850041329921003520,,,36
,,,
,,,
,,,
850006467033935872,,,733
,,,
,,,
850040409246052352,,,1
,,,
,,,
850036457041518594,,,1
,,,
850013783733002240,,,165
849481227644096512,,,9303
,,,
,,,
850041329921003520,,,134
850041009304154114,,,7
850033135525953537,,,371
850041329921003520,,,39
,,,
847428197121712128,,,516
850041329921003520,,,39
850036124550651904,,,167
850025758017847296,,,945
849940975782899714,travel,travel,22
850033873517936642,,,2
849367640569257986,,,3
850041329921003520,,,35
,,,
850041329921003520,,,40
849638539499372544,,,4388
,,,
,,,
850041329921003520,,,38
849656699464056832,Pepsi,Pepsi,137005
850040517568200704,,,330
850041329921003520,,,36
,,,
849988691124736000,,,30
850041329921003520,,,41
,ENJOY,,
,Fashion,,
850036187930779649,,,1
850041329921003520,,,42
,,,
827548882712158208,FIN,FIN,689
850038164878049280,,,1
849644273658191873,,,378
,,,
,,,
,,,
849703245773766656,,,10948
,,,
,,,
850042422629457926,,,2
850010230935228416,,,584
,,,
,,,
849989974929879040,,,19
850029284618096641,,,2
850041891886379009,,,1
,,,
,,,
,,,
813553218831654912,,,31
850040754193956864,,,31
850039110349852672,,,153
849639899900858369,,,36
,,,
849978134648819713,,,17
808400059503099904,,,13880
849835120789946368,,,1789
849982918160130048,,,11070
850035947626348544,,,360
,tech,,
850037023440351232,,,20
,,,
,,,
,virgin,,
,,,
,,,
850003753386348544,,,1
850022005042798594,,,67
849982918160130048,,,11065
849970153941086208,,,729
850024447511638016,,,194
,,,
849958735007154177,,,997
850040024917848064,,,1
,,,
,,,
850041329921003520,,,35
850042276764143616,,,1
850013075520532481,,,41
,,,
850041519646048256,Jesus,Jesus,1
,,,
850041329921003520,,,36
849744023468339200,,,80
,,,
850024334676590593,,principles,1517
849317421483798529,,,123
849996377744650241,,,92
,cock,,
850007070250237952,,,1114
850041329921003520,,,36
,,,
849870974212161536,,,63
,,,
850041114719653888,,,3
,,,
850029849338970112,,,700
,,,
,,,
,poker,,
849617333052211203,,,122669
850040517568200704,,,332
849975220467187712,,,2581
,,,
849659774044037120,,,64
,,,
,,,
849668231069667330,,,22760
850040734703026179,,,16
,,,
,,,
849649647647948800,,,45
,,,
849943034414288896,,,196
850041665628717060,,,8
849992258489270275,,,38
,,,
,,,
849732305870614529,,,2
849994300247097344,,,77
846465065985421312,,,1404
,,,
849981527895285761,,,50
,,,
850040475293806592,,,2
846346162680479745,,,10124
,,,
850003155492458497,,,327
850032031744610304,,,11
850042400026357761,,,1
,,,
849963423479853057,,,1398
,,,
,,,
,,,
,,,
850006621950537729,,,57
,,,
850042422151311360,,,1
848063464484610050,,,3607
849960085476474880,,,410
,,,
,research,,
850041329921003520,,,117
850041329921003520,,,106
,,,
,,,
849642766065913856,,,5
850022383369023488,,,6
850015729432887297,,,2
849881685789474816,,,826
,,,
,hand,,
,,,
849348140595630081,,,33749
,,,
,growth,,
850030182815727617,,,54
,,,
849830592787218433,,,447
,,,
849747002522992641,,,1802
850041329921003520,,,134
850028847517110276,,,58
850040731242815490,,,4
849736706370699264,,,176
849974334705737728,,,1169
850041004971499521,,,120
850033089673928704,,,56
850030458993815554,,,5
,,,
,Apple,,
,,,
849933817838280704,,,210
849818952771358722,,,70
,,,
849986530777190400,,,20
849732780766441473,,,23710
850030751114547200,,,630
850040569225027584,,,62
,,,
,,,
850024898625929218,,,7
848710127406292992,,,8438
,,,
,,,
850019570937024513,,,3
849839904142045184,,,5
,,,
850035960406519808,,,89
,,,
850039629281492992,,,28
849762937891733504,,,5747
850032156944420865,,,3
,,,
,,,
850039110349852672,,,190
,,,
821600549665730560,,,7702
849940397036064768,,,350
,,,
850007301314490368,,,1
,,,
849968072605782020,,,1
850038526444023808,,,3
,,,
,,,
849459763498946560,,,188
850039762756960256,,,36
,,,
850042253561053184,,,7
850042217767084032,,,1
,pop,,
,,,
850039732167901185,,,4
,,,
849995265666723841,,,904
850025635028369408,,,12030
,,,
,,,
849984257816756224,,,557
849005994587901952,,,10
849019811380301825,,,493
849285686783913984,,,4
850034368974381057,,,88
,,,
850021642197708801,,,125
,,,
,,,
,,,
835942791272345600,,,745
850042193519792129,,,4
,Aberdeen,,
850042422629457926,,,4
,,,
850010461466742789,,,71
,,,
,,,
850041351022530561,,,6
841703332708249601,,,82
,,,
850032898409410560,,,3
,,,
849742444094779392,,,76
850026276807200768,Walcott,Walcott,2
850039110349852672,,,152
850039510868086784,,,4
850038297581584385,,,11
,,,
849986386073702400,,,80
850039110349852672,,,152
,,,
850037474017464320,,,9
,Mobile,,
850042411338346496,,,2
,,,
,,,
850038170838335489,Fairfax,Fairfax,3
850042043049136131,,,116
800127485815857152,,,10
,,,
850041905232703488,,,1
849657157859459072,,,219
850039240448757760,quote,quote,5
850028285841027072,,,1135
850041095702446080,,,33
850041586893299712,RESIST,RESIST,15
850028810493886467,,,2
,,,
850042315829788672,Gemini,Gemini,3
,,,
849630731181715457,,,26572
,,,
846217857738321920,,,13141
849934859401388032,,,41
849970304860524544,,,2
850001753919504384,,,214
849681637227016192,,,1074
,,,
,,,
,,,
850041586893299712,RESIST,RESIST,16
849772916833210368,,,8830
848661473001865216,,,1298
,,,
850039110349852672,,,152
850042408297431041,,,1
,,,
,,,
,,,
849759337920819200,,,417
850037008835661824,,Nuclear,33
,,,
850042407123120132,,,2
850031961502621697,,,33
,,,
,,,
850017595491311617,,,87
850000094908870657,,,472
850042337808048128,,,1
,giveaway,,
,,,
,,,
,,,
,brilliant,,
850031867025903616,,,1
850039037851295744,,,1
849591028638248961,,,1484
,,,
849677951167868933,,,4435
,,,
,,,
850028285841027072,,,1136
,,,
850039110349852672,,,155
,,,
849969971715231744,,,66
,,,
,,,
850042406791720960,,,12
,,,
849653889012051968,,,64521
,,,
849716906038890498,,,602
849823979720323072,,,154
,,,
821600549665730560,,,7715
848228867911430144,,,519
850023879569416192,,,1
,,,
,,,
218358273219375105,expedition,expedition,3
850040487553581057,,,5
850036181819699200,,,96
,,,
,,,
850035391629414400,,,74
,,,
,,,
849759029702397953,,,48
850040777606561792,,,1
850006435857522688,,,2838
849982918160130048,,,11071
,,,
850038526464991233,,,14
,,,
847022087034327040,Google,Google,2945
850035619157901312,,,149
,job,,
850039713000042500,,,1
850038759731146752,,,1
,,,
,,,
,,,
849506718757388288,,,537
850040552368349185,,,13
,,,
,,,
,,,
850042406791720960,,,11
,,,
850013839454199808,,,111
850038107160412161,,,1
849653889012051968,,,64537
,,,
849843921807134720,,,1056
850039110349852672,,,190
,,,
,,,
,,,
850039110349852672,,,185
850041004971499521,,,121
850041978637123584,RAW,RAW,3
,books,,
,,,
,,,
849997381592645634,,,40
850039110349852672,,,189
,,,
850032412331528192,,,156
849803577182765057,,,8
849805970767319040,,,771
847370997896421378,,,30
,,,
850040013530292224,,,5
,,,
,,,
,,,
,,,
846331362722373632,,,7724
,,,
848593235689832449,,,69650
,,,
,,,
,,,
849777334433366016,,,151
850039110349852672,,,184
850037944081461248,,,1
,,,
,,,
850008761678868481,,,47
850001449828446208,,,670
,,,
849911120475377666,,,325
,,,
849498399753871360,,,63
,,,
849677100802084864,,,4994
,,,
850025311051931648,,,349
850039110349852672,,,185
849984525539127296,Throwback,Throwback,17
,,,
,,,
,,,
850027944630263812,,,1
,,,
849902066088779777,,,13
850038311003475968,,,1
848901907246665728,,,729
849903417476739072,Eritrea,Eritrea,3
,,,
,,,
850039110349852672,,,189
,,,
849661901764268032,,,540
849827256574722049,,,2484
,,,
,,,
,,,
848648991374024705,,,983
850026393002016768,,,57
849638539499372544,,,4390
849999474051207168,,,34
,,,
849690724245417986,,,324
,BOT,,
,,,
843583569654140929,,,61
850041997373181952,,,7
849721129958871041,,,1204
849982580787204096,,,1
,,,
850023468062191616,,,22
831290446164815872,,,179
850038948227293184,,,10
850040523121446913,,,39
,,,
850039373026537473,,,1
,,,
849724887010873345,,,3314
,,,
,,,
,,,
850025624932683780,,,661
845923456046780416,Trotsky,Trotsky,2
,,,
850030450181648386,,,64
849019811380301825,,,493
,,,
,,,
850037149797953537,,,109
850041268641996800,,,3
,,,
,,,
849840207012794373,,,1314
850041433650343936,,,5
850042002658004992,,,1
849947799148007424,,,3
,,,
,,,
,,,
,,,
850042306279419906,,,1
,,,
850032237814964224,,,2
,,,
850042427377364992,,,2
850041341820116993,,,25
850031430042353664,,,217
,,,
,,,
850038527614214144,tourism,tourism,2
850041615750004736,,,1
,,,
,,,
,,,
,,,
849930522348343297,,,108
850019161946210304,,,479
849971462442176513,,,1352
850026736188366849,,,175
,,,
849983853485858816,,,67
,,,
,epic,,
849877700537753600,,,2
850020532410085378,,,1144
850033181319467008,,,309
850039657819774978,,,28
850025635028369408,,,12033
850000194737500160,,,1156
,,,
,,,
,,,
850038112646344705,,,2
,,,
849794557411766272,,,149
850025635028369408,,,12037
,,,
849999825387081728,,,38
,,,
850025635028369408,,,12038
,,,
849890601306697728,,,1829
,,,
848359212296089601,,,42
850025635028369408,,,12037
850023489109020673,,,393
850041695496540160,,,4
,,,
849991814270644224,,,10
,,,
850040354694889472,,,366
850038311003475968,,,1
850001076912783361,,,1
,,,
,,,
766541299558121473,,,2668
850031718287286272,,,2
849317613268344832,,,142
,,,
850038311003475968,,,1
850032352009089024,,,8
,,,
849475524330217473,Everest,Everest,2
,,,
,,,
,,,
,,,
,gift,,
,,,
850038311003475968,,,2
,,,
,,,
,,,
,,,
,,,
849718543000240129,,,3204
,,,
850041074277994496,,,1
850029622083432449,,,3
849681349216743425,,,26118
,,,
850020805434060802,,,41
850038311003475968,,,2
849669010790559744,,,2046
850038311003475968,,,2
,,,
850041931841384448,,,1
,,,
850035986004418560,,,81
850038311003475968,,,2
,,,
,,,
,travel,,
850041345313882112,,,4
,,,
849669915204308993,,,9309
843566034816815104,,,97
,,,
,,,
850027164871294979,,,10
849996307888472064,,,2
850039370472148992,,,13
,,,
837841940779409408,,,4380
,,,
849835187521413121,,,25
,,,
,,,
,,,
849940090315034624,,,58
849963610084454400,,,836
,,,
850033316250214400,,,49
850042342644043777,,,13
850019472622534657,,,6
,,,
850037478144827394,,,1
850042241972350976,,,1
850036436023881728,,,3
840650243490361345,,,111
849854338478596098,,,82
,,,
,,,
,,,
850042221625737217,,,25
850038795856510977,,,2
850026926697836545,,,28
826059936186511362,,,849
,toot,,
,,,
849958927068536833,,,281
850042120568061952,,,13
849929849166860288,AFC,AFC,10
,,,
,,,
850040646442377216,,,1
849761489649098752,,,2
,,,
,,,
,,,
849947367453413376,,,11
849922250274992128,,,58
,,,
849830770650886144,,,219
849809039726854144,,,3331
850023578770788353,,,2
849711311382618113,,,133
825953551922888704,,,14354
850040626246811652,,,7
,,,
,,,
849964961145044992,,,33
850037961861103617,,,3
850021326018551809,,,269
850042043049136131,,,128
850041186530320385,,,3
850038311003475968,,,1
850014808166600706,,,1273
850038311003475968,,,2
,,,
850011683992944641,,,68
,,,
850016036917260289,,,161
850037900297117696,,,3
,,,
,,,
850041979702521857,,,1
850011474798030848,,,1356
,,,
850041827075993601,,,1
,,,
,,,
849969325012393992,,,1
,,,
850042086074314756,,,35
850042370611712002,,,1
850041679738544128,,,440
,,,
,,,
849341813785841664,,,78244
,,,
849835642519420928,,,14588
,,,
,,,
848635800963039232,,,500
849341813785841664,,,78244
,,,
849729213515137024,,,3
,,,
,,,
,,,
850038152987385860,,,3
846829111829921792,,,125
,,,
850042406791720960,,,22
849958735007154177,,,1002
850041813788487681,,,1
,,,
,,,
,,,
,founder,,
,pop,,
827014820809502720,,,5
,,,
,,,
849962353395421184,,,316
849989804142080001,,,110
,,,
,,,
,,,
,,,
,,,
849977750932901888,,,5451
849656699464056832,Pepsi,Pepsi,137014
,,,
,,,
772972438523084800,,,2321
,,,
849891929861087233,,,1528
645770366917443584,,,1685
,,,
850035381214953473,Aries,Aries,33
842181915532746753,,,8
850000430201483264,,,10
,,,
,Democrats,,
,,,
,,,
,data,,
849471920206745604,,,37772
850041679738544128,,,435
,,,
849986850290892800,,,1578
,,,
,,,
,,,
849988534433972224,,,5
850042507731894273,,,2
,Quote,,
,,,
,,,
850036165709377536,,,8
850031118023888896,,,2140
849630731181715457,,,26582
850041602244354048,,,3
,,,
849865614378323968,,,628
,,,
850013449463529472,,,125
850031676159926274,,,2
850042221483229184,,,6
849767206925737984,,,2793
850040440892125186,kayak,kayak,1
849653889012051968,,,64528
850026397334724608,,,1046
794366684274397184,,,14007
850029430999273472,,,1
850013784685109248,,,2
850042507731894273,,,1
850013864750071808,,,282
849395072932225025,,,83
850033309606440960,,,1
849789588155633666,,,35
850042465864171520,,,2
,,,
,,,
,,,
,,,
,,,
849915040211886084,,,795
849981979638472706,,,876
,,,
849898747748392962,,,1
850017965194059777,,,730
850039918667628544,,,1
850022001288912900,,,35
849826754202144768,,,11614
,,,
848835040528052224,,,454
850042507731894273,,,3
849634426745180161,,,5116
850041247725178881,,,1
,,,
849973343239495680,,,584
850042006126690304,,,3
849656699464056832,Pepsi,Pepsi,137015
850028963850330113,,,62
,,,
849985978827722752,,,54
,,,
850037149797953537,,,110
849341899647438848,,,38119
,,,
850042318346481671,,,1
850035399191875589,,,67
,,,
,,,
,,,
,,,
,,,
,,,
,,,
850042512047718400,,,1
850019366225760256,,,200
,,,
850038753301110784,,,15
849702370057396224,,,387
,,,
850041237226651648,,,2
850041544170246145,,,11
849011775378870272,Haitian,Haitian,5917
846196477256859649,,,22636
850042175656267776,,,1
,,,
849687328100634624,Syrian,Syrian,10744
,,,
849746654890774528,,,486
,,,
850041292725690368,,,1
849342054585053186,,,700
,,,
850037862254993408,,,1
850000094908870657,,,473
,,,
850041946106204163,,,2
850039373026537473,,,14
850024561039036416,,,6
850030384834326530,,,389
849277877791055872,,,2727
849617333052211203,,,122685
,,,
,,,
850040293655183362,,,1
850026853700120577,,,44
,,,
849734295681982464,,,14
849580650290188288,,,77
,,,
850022218457284609,,,850
850037863190339584,,,23
849886794476920832,,,56
,,,
849972058339594240,,,783
,,,
,,,
850017501207547905,,,3
,,,
,,,
849317365858922496,,,7832
,,,
850006244731621376,,,2
850041806616133633,,,1
849732780766441473,,,23726
,,,
845484659664441345,,,21
834772305754587136,,,2367
850007198210158592,,,5
850041184684822528,,,12
,,,
,,,
,,,
850040794501324801,,,11
,,,
849734896507437056,,,1465
850041863209984002,,,2
850026651350073344,,,1020
,,,
850040780362326018,,,4
,,,
369463684948443137,,,11135
849739499349434369,,,3
850030006965157888,,,892
,,,
850042500442185730,,,1
850026802466705409,,,18
849988992149925889,,,1647
850015398082867201,,,18
850042221483229184,,,7
829060773909520385,,,65
849680103877607426,,,364
837841940779409408,,,4381
,news,,
850032307809296384,,,6
849825828615663616,,,2922
849725608468910080,,,668
850031016534265856,,,4
,,,
,,,
,,,
,,,
,,,
849996373474910208,,,3466
,,,
849653889012051968,,,64535
,,,
,,,
,,,
,,,
850042406791720960,,,28
849921647406534656,,,168
,,,
850041679738544128,,,443
,,,
,,,
849341813785841664,,,78247
850029948970586112,,,106
,,,
849987089022107652,,,313
850040656739393536,,,42
,,,
,,,
,,,
849940066331971584,,,1
849729129645735939,,,307
,,,
850028285841027072,,,1146
850004534059565057,,,68
849348140595630081,,,33763
850000008351027201,,,193
849292002126684161,,,1
849430034905485312,,,893
850041837901537282,,,38
,,,
849784051296870402,,,3314
849835642519420928,,,14591
,,,
849749192402771968,,,143
849452153441853447,,,6808
,,,
,,,
849936575693811712,,,3
,,,
,virgin,,
850016059906195456,,,52
,,,
849440135552933890,,,1432
,,,
800475326191046656,,,49
850041203861188609,,,54
850034135594917888,,,3
850000367622520836,,,249
,,,
848678517407711238,,,6
849630731181715457,,,26587
849692121527463941,Recovery,Recovery,4
840749310660759553,,,108
,,,
849348140595630081,,,33762
849825602991529985,,,249
850020335403491329,,,8269
,,,
849356784242503682,,,94
,,,
,,,
,stupidity,,
850025635028369408,,,12044
850028301670330369,,,346
850039992546189313,,,60
849831851573342208,,,4290
,,,
850042536232067072,,,1
850009643082543106,Masters,Masters,3
,,,
849992885298577409,,,11
,,,
,,,
,,,
,,,
,,,
,,,
,,,
849839780716261378,,,2
,,,
847417112339533824,Britain,Britain,334
849812816156545024,,,36
849707784484536320,,,4994
849744941844762626,,,2476
850021380993232896,,,1
850040765933916165,,,20
850034189361713153,,,37
850041697329442816,,,61
,,,
846828044857827328,,,1
850006216646557700,,,35
850038103612022784,,,1
,,,
850042043049136131,,,143
,,,
849883871684567041,Cancer,Cancer,22
767655379920707584,quote,quote,4335
850033030563495936,AZ,AZ,8
850042293876912128,,,2
,,,
,,,
,,,
850025635028369408,,,12046
850015717995024384,,,32
849771426982842369,,,6
,,,
850042035046420480,,,1
849960119068708865,,,2259
,,,
,,,
,vaccination,,
